A. Davis,PTS,22.5,0.
B. Bogdanovic,PTS,17.5,0.
D. Mitchell,PTS,25.5,0.
J. Clarkson,PTS,14.5,0.
M. Conley,PTS,12.5,0.
R. O'Neale,PTS,6.5,0.
R. Gobert,PTS,12.5,0.
R. Westbrook,PTS,17.5,0.
A. Davis,REB,9.5,0.
B. Bogdanovic,REB,4.5,0.
D. Mitchell,REB,4.5,0.
J. Clarkson,REB,3.5,0.
M. Conley,REB,3.5,0.
R. O'Neale,REB,4.5,0.
R. Gobert,REB,11.5,0.
R. Westbrook,REB,6.5,0.
A. Davis,AST,3.5,0.
B. Bogdanovic,AST,1.5,0.
D. Mitchell,AST,5.5,0.
J. Clarkson,AST,2.5,0.
M. Conley,AST,4.5,0.
R. O'Neale,AST,1.5,0.
R. Gobert,AST,1.5,0.
R. Westbrook,AST,5.5,0.
A. Davis,3PM,0.5,0.
B. Bogdanovic,3PM,2.5,0.
D. Mitchell,3PM,3.5,0.
J. Clarkson,3PM,2.5,0.
M. Conley,3PM,2.5,0.
R. O'Neale,3PM,1.5,0.
R. Westbrook,3PM,1.5,0.
