C. Cunningham,PTS,17.5,0.
C. Joseph,PTS,6.5,0.
E. Mobley,PTS,16.5,0.
I. Okoro,PTS,9.5,0.
I. Stewart,PTS,8.5,0.
J. Allen,PTS,15.5,0.
J. Grant,PTS,16.5,0.
S. Bey,PTS,16.5,0.
C. Cunningham,REB,5.5,0.
C. Joseph,REB,2.5,0.
E. Mobley,REB,7.5,0.
I. Okoro,REB,2.5,0.
I. Stewart,REB,8.5,0.
J. Allen,REB,10.5,0.
J. Grant,REB,3.5,0.
S. Bey,REB,4.5,0.
C. Cunningham,AST,4.5,0.
C. Joseph,AST,3.5,0.
E. Mobley,AST,3.5,0.
I. Okoro,AST,2.5,0.
I. Stewart,AST,0.5,0.
J. Allen,AST,2.5,0.
J. Grant,AST,2.5,0.
S. Bey,AST,2.5,0.
C. Cunningham,3PM,1.5,0.
C. Joseph,3PM,1.5,0.
E. Mobley,3PM,0.5,0.
I. Okoro,3PM,0.5,0.
I. Stewart,3PM,0.5,0.
J. Grant,3PM,1.5,0.
S. Bey,3PM,2.5,0.
