TeamH,TeamA,Id,
Pistons,Nets,401359948,
Magic,Spurs,401359949,
Wizards,Grizzlies,401359950,
Raptors,Cavaliers,401359951,
Bucks,Knicks,401359952,
Timberwolves,Clippers,401359953,
Warriors,Pelicans,401359954,
Trail Blazers,Pacers,401359955,
Kings,Hornets,401359956,
