TeamH,TeamA,Id,
Celtics,76ers,401360281,
Bulls,Rockets,401360283,
Grizzlies,Thunder,401360284,
Jazz,Hornets,401360285,
Warriors,Kings,401360286,
Clippers,Spurs,401360287,
Raptors,Magic,401360282,
