TeamH,TeamA,Id,
Nets,Hornets,401359859,
Knicks,Magic,401359860,
Rockets,Celtics,401359861,
Thunder,76ers,401359862,
Kings,Warriors,401359863,
Lakers,Grizzlies,401359864,
