TeamH,TeamA,Id,
Hornets,Kings,401360206,
Pacers,Mavericks,401360207,
Hawks,Nets,401360208,
Raptors,Knicks,401360209,
Rockets,Bucks,401360210,
Timberwolves,Cavaliers,401360211,
Pelicans,Pistons,401360212,
Thunder,Lakers,401360213,
Suns,Celtics,401360214,
