TeamH,TeamA,Id,Time,
Magic,Hawks,401360693,0,
Celtics,Pistons,401360694,0,
Pacers,Wizards,401360695,0,
Knicks,Nets,401360696,0,
Bulls,Kings,401360697,0,
Grizzlies,Trail Blazers,401360698,0,
Timberwolves,Raptors,401360699,0,
Thunder,Spurs,401360700,0,
Suns,Rockets,401360701,0,
Warriors,Nuggets,401360702,0,
Lakers,Jazz,401360703,0,
