TeamH,TeamA,Id,
Raptors,Knicks,401360364,
Celtics,Magic,401360365,
Cavaliers,Pacers,401360366,
Kings,Heat,401360367,
Hornets,Suns,401360368,
Thunder,Mavericks,401360369,
Lakers,Timberwolves,401360370,
