TeamH,TeamA,Id,
Cavaliers,Rockets,401360241,
Magic,Hawks,401360242,
76ers,Heat,401360243,
Mavericks,Lakers,401360244,
Bucks,Pacers,401360245,
Thunder,Pelicans,401360246,
Spurs,Hornets,401360247,
Nuggets,Timberwolves,401360248,
Jazz,Clippers,401360249,
Trail Blazers,Grizzlies,401360250,
Kings,Wizards,401360251,
