TeamH,TeamA,Id,
Pacers,Hawks,401360143,
Magic,Nuggets,401360144,
Wizards,Timberwolves,401360145,
Celtics,76ers,401360146,
Heat,Cavaliers,401360147,
Bucks,Hornets,401360148,
Pelicans,Mavericks,401360149,
Thunder,Rockets,401360150,
Clippers,Kings,401360151,
