TeamH,TeamA,Id,
Pistons,Rockets,401360265,
Celtics,Knicks,401360269,
Nets,Magic,401360266,
Raptors,Warriors,401360267,
Thunder,Clippers,401360268,
Bucks,Cavaliers,401360270,
Jazz,Wizards,401360271,
