TeamH,TeamA,Id,
Pistons,Knicks,401360335,
Pacers,Hornets,401360336,
Celtics,Clippers,401360337,
Bulls,Hawks,401360338,
Grizzlies,Lakers,401360339,
Suns,Thunder,401360341,
Trail Blazers,Jazz,401360342,
Kings,Mavericks,401360343,
Spurs,Heat,401360340,
