TeamH,TeamA,Id,
Clippers,Grizzlies,401360410,
Hornets,Bucks,401360411,
Pistons,Magic,401360412,
Pacers,Jazz,401360413,
Celtics,Knicks,401360414,
Suns,Heat,401360415,
