TeamH,TeamA,Id,
Pistons,Nuggets,401360533,
Raptors,Hornets,401360534,
Wizards,Clippers,401360535,
76ers,Pelicans,401401137,
Celtics,Kings,401360536,
Nets,Lakers,401360537,
Rockets,Spurs,401360538,
Warriors,Mavericks,401360539,
Trail Blazers,Timberwolves,401360540,
