TeamH,TeamA,Id,
76ers,Timberwolves,401360116,
Hawks,Knicks,401360117,
Nets,Suns,401360118,
Cavaliers,Magic,401360119,
Bulls,Heat,401360120,
Rockets,Hornets,401360121,
Mavericks,Wizards,401360122,
Jazz,Pelicans,401360123,
