TeamH,TeamA,Id,
Nets,Knicks,401360831,
Pistons,Clippers,401360832,
Celtics,Mavericks,401360833,
Magic,76ers,401360834,
Hawks,Pacers,401360835,
Pelicans,Rockets,401360836,
Thunder,Grizzlies,401360837,
Suns,Lakers,401360838,
