TeamH,TeamA,Id,
Jazz,Heat,401360009,
Pacers,76ers,401360010,
Magic,Wizards,401360011,
Pelicans,Grizzlies,401360012,
Raptors,Pistons,401360013,
Cavaliers,Celtics,401360014,
Clippers,Timberwolves,401360015,
