TeamH,TeamA,Id,
Cavaliers,Spurs,401360644,
Hornets,Bulls,401360645,
Thunder,Raptors,401360646,
Jazz,Warriors,401360647,
Trail Blazers,Lakers,401360648,
Kings,Timberwolves,401360649,
