TeamH,TeamA,Id,
Hornets,76ers,401360177,
Pistons,Thunder,401360178,
Pacers,Wizards,401360179,
Heat,Grizzlies,401360180,
Bulls,Nuggets,401360181,
Bucks,Cavaliers,401360182,
Timberwolves,Hawks,401360183,
Suns,Spurs,401360184,
Warriors,Magic,401360185,
Trail Blazers,Clippers,401360186,
