TeamH,TeamA,Id,
Pistons,Heat,401360273,
Grizzlies,Trail Blazers,401360274,
Kings,Spurs,401360275,
Bulls,Lakers,401360272,
Timberwolves,Mavericks,401360279,
Suns,Hornets,401360280,
76ers,Pelicans,401360278,
Hawks,Cavaliers,401360276,
Nets,Nuggets,401360277,
