TeamH,TeamA,Id,
Bucks,Raptors,401360460,
Wizards,Trail Blazers,401360461,
Hawks,Knicks,401360462,
Nets,Pelicans,401360463,
Heat,76ers,401360464,
Thunder,Cavaliers,401360465,
Celtics,Bulls,401360466,
Spurs,Clippers,401360467,
Nuggets,Lakers,401360468,
Mavericks,Magic,401360469,
