TeamH,TeamA,Id,
Cavaliers,Bucks,401360541,
Pacers,Hornets,401360542,
Magic,Clippers,401360543,
Hawks,Kings,401360544,
Heat,Knicks,401360546,
Nets,Nuggets,401401134,
Bulls,Raptors,401401140,
Spurs,Grizzlies,401360547,
Jazz,Suns,401360550,
Trail Blazers,Mavericks,401360551,
