TeamH,TeamA,Id,
Bucks,Pelicans,401360358,
Pistons,Spurs,401360359,
Wizards,Bulls,401360360,
Nets,Clippers,401360361,
Rockets,Nuggets,401360362,
Jazz,Warriors,401360363,
