TeamH,TeamA,Id,
Cavaliers,Celtics,401360023,
Pistons,Kings,401360024,
Wizards,Pelicans,401360025,
Hawks,Magic,401360026,
Knicks,Pacers,401360027,
Mavericks,Nuggets,401360028,
Grizzlies,Rockets,401360029,
Timberwolves,Suns,401360030,
Thunder,Heat,401360031,
Trail Blazers,Raptors,401360032,
Lakers,Bulls,401360033,
