TeamH,TeamA,Id,
Cavaliers,Suns,401360091,
Pacers,Lakers,401360092,
Magic,Hornets,401360093,
Celtics,Nets,401360094,
Rockets,Bulls,401360095,
Grizzlies,Raptors,401360096,
Bucks,Pistons,401360097,
Timberwolves,Heat,401360098,
Pelicans,Wizards,401360099,
Thunder,Jazz,401360100,
Spurs,Hawks,401360101,
Warriors,76ers,401360102,
Kings,Trail Blazers,401360103,
