TeamH,TeamA,Id,
Celtics,Pelicans,401360473,
Knicks,Hornets,401360474,
Wizards,76ers,401360475,
Cavaliers,Nets,401360476,
Grizzlies,Bulls,401360477,
Clippers,Pacers,401360478,
Hawks,Bucks,401360479,
Magic,Trail Blazers,401360480,
Heat,Raptors,401360481,
Mavericks,Thunder,401360482,
Spurs,Suns,401360483,
Lakers,Jazz,401360484,
