TeamH,TeamA,Id,
Magic,Bucks,401360327,
Heat,Wizards,401360328,
Raptors,76ers,401360329,
Rockets,Lakers,401360330,
Timberwolves,Knicks,401360331,
Pelicans,Cavaliers,401360332,
Warriors,Nuggets,401360333,
Kings,Thunder,401360334,
