TeamH,TeamA,Id,
Wizards,Thunder,401360431,
Raptors,Suns,401360432,
Grizzlies,Warriors,401360433,
Pelicans,Timberwolves,401360434,
Bulls,Pistons,401401138,
Clippers,Nuggets,401360435,
