TeamH,TeamA,Id,
Heat,Pacers,401360289,
Knicks,Pistons,401360290,
Pelicans,Trail Blazers,401360291,
Mavericks,Timberwolves,401360292,
Lakers,Suns,401360293,
Nets,Wizards,401360288,
