TeamH,TeamA,Id,
76ers,Magic,401360129,
Heat,Nuggets,401360130,
Bulls,Hornets,401360131,
Rockets,Thunder,401360132,
Timberwolves,Pacers,401360133,
Mavericks,Cavaliers,401360134,
Spurs,Wizards,401360135,
Jazz,Trail Blazers,401360136,
Clippers,Pelicans,401360137,
