TeamH,TeamA,Id,
Knicks,Clippers,401360517,
Wizards,Celtics,401360518,
Heat,Lakers,401360519,
Magic,Bulls,401360520,
Raptors,Trail Blazers,401360521,
Hornets,Hawks,401360522,
Spurs,76ers,401360523,
Mavericks,Grizzlies,401360524,
Timberwolves,Nets,401360525,
Nuggets,Pistons,401360526,
Warriors,Jazz,401360527,
