TeamH,TeamA,Id,
Mavericks,Kings,401360773,
Hornets,Spurs,401360774,
Heat,76ers,401360775,
Grizzlies,Magic,401360776,
Timberwolves,Trail Blazers,401360777,
Lakers,Warriors,401360778,
