TeamH,TeamA,Id,
Hawks,Lakers,401360570,
Hornets,Clippers,401360571,
Bulls,Trail Blazers,401360572,
Pistons,Cavaliers,401360573,
Magic,Mavericks,401360574,
Bucks,Nuggets,401360575,
Timberwolves,Jazz,401360576,
Suns,Spurs,401360577,
