TeamH,TeamA,Id,
Hornets,Cavaliers,401359918,
Pacers,Spurs,401359919,
76ers,Trail Blazers,401359920,
Hawks,Wizards,401359921,
Celtics,Bulls,401359922,
Knicks,Raptors,401359923,
Grizzlies,Nuggets,401359924,
Timberwolves,Magic,401359925,
Clippers,Thunder,401359926,
