TeamH,TeamA,Id,
Cavaliers,Hornets,401359843,
Magic,Knicks,401359844,
Wizards,Pacers,401359845,
76ers,Nets,401358779,
Celtics,Raptors,401359846,
Bulls,Pelicans,401359847,
Rockets,Thunder,401359848,
Nuggets,Spurs,401359849,
Lakers,Suns,401358780,
Kings,Jazz,401359850,
