TeamH,TeamA,Id,
Knicks,76ers,401360731,
Suns,Jazz,401360732,
Pacers,Celtics,401360733,
Hornets,Pistons,401360734,
Rockets,Clippers,401360735,
Warriors,Mavericks,401360736,
Trail Blazers,Nuggets,401360737,
Lakers,Pelicans,401360738,
