TeamH,TeamA,Id,
Hawks,Bulls,401360529,
Celtics,Grizzlies,401360759,
Nets,Heat,401360760,
Raptors,Pistons,401360761,
Mavericks,Warriors,401360762,
Spurs,Kings,401360763,
Clippers,Lakers,401360764,
