TeamH,TeamA,Id,
Magic,Grizzlies,401360615,
Hornets,Heat,401360616,
Wizards,Suns,401360617,
Lakers,Knicks,401360618,
Trail Blazers,Bucks,401360619,
Kings,Thunder,401360620,
