TeamH,TeamA,Id,
Heat,Magic,401360312,
Cavaliers,Raptors,401360313,
Wizards,76ers,401360314,
Kings,Grizzlies,401360315,
Thunder,Pelicans,401360316,
Spurs,Pistons,401360317,
Bulls,Pacers,401360318,
Clippers,Nuggets,401360319,
