TeamH,TeamA,Id,
Cavaliers,Pelicans,401360578,
Pacers,Clippers,401360579,
76ers,Grizzlies,401360580,
Celtics,Heat,401360581,
Knicks,Kings,401360582,
Hawks,Raptors,401360586,
Rockets,Warriors,401360583,
Thunder,Trail Blazers,401360584,
