TeamH,TeamA,Id,
Pacers,Heat,401360157,
Wizards,Cavaliers,401360158,
Hawks,76ers,401360159,
Nets,Timberwolves,401360160,
Rockets,Magic,401360161,
Mavericks,Pelicans,401360162,
Jazz,Celtics,401360163,
Warriors,Suns,401360164,
Lakers,Clippers,401360165,
