TeamH,TeamA,Id,
Magic,Heat,401360257,
Hawks,Nuggets,401360258,
Celtics,Warriors,401360259,
Pelicans,Bucks,401360262,
Jazz,Spurs,401360261,
Timberwolves,Lakers,401360260,
Trail Blazers,Hornets,401360263,
Kings,Grizzlies,401360264,
