TeamH,TeamA,Id,
Raptors,Magic,401359895,
Nets,Pacers,401359896,
Heat,Hornets,401359897,
Pelicans,Kings,401359898,
Nuggets,Mavericks,401359899,
Trail Blazers,Clippers,401359900,
Lakers,Cavaliers,401359901,
