TeamH,TeamA,Id,
76ers,Suns,401360634,
Hawks,Pacers,401360635,
Nets,Celtics,401360636,
Grizzlies,Clippers,401360637,
Pelicans,Rockets,401360638,
Mavericks,Pistons,401360639,
Nuggets,Knicks,401360640,
Lakers,Bucks,401360641,
Trail Blazers,Magic,401360642,
Kings,Timberwolves,401360643,
