TeamH,TeamA,Id,
Knicks,Rockets,401360063,
Pacers,Pelicans,401360064,
Wizards,Heat,401360065,
Hawks,Hornets,401360066,
Celtics,Thunder,401360067,
Bucks,Magic,401360068,
Timberwolves,Grizzlies,401360069,
Trail Blazers,76ers,401360070,
Kings,Jazz,401360071,
