TeamH,TeamA,Id,
Hornets,Celtics,401360800,
Pistons,Bulls,401360801,
Heat,Suns,401360802,
Bucks,Hawks,401360803,
Rockets,Lakers,401360804,
Timberwolves,Thunder,401360805,
Pelicans,Magic,401360806,
Mavericks,Knicks,401360807,
Spurs,Raptors,401360808,
Jazz,Trail Blazers,401360809,
Kings,Nuggets,401360810,
Clippers,Wizards,401360811,
