TeamH,TeamA,Id,
Magic,Pistons,401360555,
Hornets,Lakers,401360554,
Hawks,Celtics,401360556,
Pelicans,Nuggets,401360548,
Heat,Clippers,401360557,
Rockets,Trail Blazers,401360558,
Grizzlies,Jazz,401360559,
Thunder,Pacers,401360560,
Spurs,Bulls,401360561,
Suns,Timberwolves,401360562,
Bucks,Knicks,401360563,
