TeamH,TeamA,Id,
Cavaliers,Warriors,401360048,
Heat,Wizards,401360049,
Grizzlies,Clippers,401360050,
Timberwolves,Spurs,401360051,
Nuggets,76ers,401360052,
Jazz,Raptors,401360053,
