TeamH,TeamA,Id,
Knicks,Bucks,401360222,
Pistons,Nets,401360223,
Thunder,Mavericks,401360224,
Spurs,Pelicans,401360225,
Trail Blazers,Timberwolves,401360226,
Lakers,Magic,401360227,
