TeamH,TeamA,Id,
Hornets,Nets,401360794,
Pacers,Cavaliers,401360795,
Magic,Suns,401360796,
Grizzlies,Pelicans,401360797,
Thunder,Bucks,401360798,
Warriors,Clippers,401360799,
