TeamH,TeamA,Id,
Heat,Timberwolves,401360824,
Bulls,Cavaliers,401360825,
Spurs,Pacers,401360826,
Warriors,Bucks,401360827,
Jazz,Kings,401360829,
Nuggets,Raptors,401360828,
Trail Blazers,Wizards,401360830,
