TeamH,TeamA,Id,
Magic,Hornets,401359879,
Celtics,Wizards,401359880,
Nets,Heat,401359881,
Raptors,Pacers,401359882,
Pelicans,Hawks,401359883,
Bucks,Timberwolves,401359884,
Thunder,Lakers,401359885,
Suns,Kings,401359886,
Trail Blazers,Grizzlies,401359887,
Clippers,Cavaliers,401359888,
