TeamH,TeamA,Id,
Celtics,Nets,401360779,
Bucks,Suns,401360780,
Wizards,Pacers,401360782,
Rockets,Grizzlies,401360783,
Thunder,Jazz,401360784,
Cavaliers,Raptors,401360781,
Nuggets,Pelicans,401360786,
Clippers,Knicks,401360785,
