TeamH,TeamA,Id,
Hornets,Magic,401360451,
Pistons,Raptors,401360452,
Pacers,Suns,401360453,
76ers,Celtics,401360454,
Bulls,Warriors,401360456,
Heat,Hawks,401360455,
Spurs,Cavaliers,401360457,
Grizzlies,Mavericks,401360458,
Kings,Rockets,401360459,
