TeamH,TeamA,Id,
Cavaliers,Nets,401360077,
Wizards,Hornets,401360078,
Hawks,Thunder,401360079,
Celtics,Rockets,401360080,
Bulls,Pacers,401360081,
Bucks,Magic,401360082,
Pelicans,Timberwolves,401360083,
Spurs,Suns,401360084,
Jazz,Grizzlies,401360085,
Kings,76ers,401360086,
