TeamH,TeamA,Id,
Pistons,Pelicans,401360585,
Bucks,Wizards,401360587,
Raptors,Heat,401360603,
Bulls,Magic,401360588,
Timberwolves,Nuggets,401360589,
Spurs,Warriors,401360590,
Suns,Nets,401360591,
