TeamH,TeamA,Id,
Hornets,Celtics,401359865,
Pacers,Bucks,401359866,
Hawks,Pistons,401359867,
Nets,Wizards,401359868,
Heat,Magic,401359869,
Raptors,Bulls,401359870,
Timberwolves,Pelicans,401359871,
Nuggets,Cavaliers,401359872,
Clippers,Trail Blazers,401359873,
