TeamH,TeamA,Id,
Cavaliers,Timberwolves,401360739,
Magic,Pacers,401360740,
Nets,Raptors,401360545,
Heat,Bulls,401360741,
Grizzlies,Spurs,401360742,
Bucks,Hornets,401360743,
Thunder,Kings,401360744,
