TeamH,TeamA,Id,
Hornets,Pistons,401360386,
Magic,76ers,401360387,
Wizards,Rockets,401360388,
Celtics,Spurs,401360389,
Pacers,Nets,401360390,
Mavericks,Warriors,401360391,
Bucks,Raptors,401360392,
Timberwolves,Thunder,401360393,
Nuggets,Jazz,401360394,
Trail Blazers,Heat,401360395,
Kings,Hawks,401360396,
