TeamH,TeamA,Id,
Pacers,Magic,401360592,
76ers,Wizards,401360593,
Celtics,Hornets,401360594,
Knicks,Grizzlies,401360595,
Rockets,Cavaliers,401360596,
Mavericks,Thunder,401360597,
Jazz,Nuggets,401360598,
Kings,Nets,401360599,
Lakers,Trail Blazers,401360600,
