TeamH,TeamA,Id,
Hornets,76ers,401360190,
Cavaliers,Bulls,401360191,
Pistons,Wizards,401360192,
Pacers,Knicks,401360193,
Heat,Bucks,401360194,
Raptors,Thunder,401360195,
Rockets,Nets,401360196,
Grizzlies,Mavericks,401360197,
Timberwolves,Jazz,401360198,
Pelicans,Nuggets,401360199,
Warriors,Trail Blazers,401360200,
Kings,Magic,401360201,
Clippers,Celtics,401360202,
