TeamH,TeamA,Id,
Pacers,Celtics,401360437,
76ers,Hornets,401360438,
Wizards,Magic,401360439,
Hawks,Heat,401360440,
Knicks,Mavericks,401360441,
Spurs,Rockets,401360442,
Jazz,Cavaliers,401360443,
Bulls,Nets,401360444,
Kings,Lakers,401360445,
