UTAH,GS,2
UTAH
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
R. O'NealeR. O'NealePF,32,0-4,0-3,0-0,2,4,6,1,0,0,0,2,0,-9
B. BogdanovicB. BogdanovicSF,33,7-17,1-7,6-7,1,7,8,1,0,0,1,0,21,-10
R. GobertR. GobertC,36,5-10,0-1,2-2,7,11,18,3,1,0,1,0,12,-5
M. ConleyM. ConleyPG,29,3-10,3-5,0-0,1,3,4,2,2,0,4,2,9,+6
J. InglesJ. InglesSG,33,4-10,1-6,1-2,0,1,1,5,0,0,0,2,10,-3
E. PaschallE. PaschallPF,12,2-5,1-2,1-2,2,1,3,0,0,0,0,2,6,+3
R. GayR. GaySF,18,5-8,4-6,2-2,2,3,5,0,0,1,0,2,16,+12
J. ClarksonJ. ClarksonPG,28,3-13,1-4,2-2,1,2,3,4,0,0,2,1,9,+4
T. ForrestT. ForrestSG,19,2-4,0-1,5-6,1,2,3,1,4,1,1,2,9,-8
GS
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
O. Porter Jr.O. Porter Jr.SF,31,5-7,3-4,0-0,0,8,8,1,3,1,0,0,13,+7
A. WigginsA. WigginsSF,35,6-17,1-5,1-2,1,4,5,1,2,1,1,3,14,+10
K. LooneyK. LooneyC,28,4-5,0-0,2-2,3,3,6,2,0,0,1,4,10,+10
S. CurryS. CurryPG,35,5-20,1-13,2-2,2,2,4,6,0,0,1,0,13,-5
J. PooleJ. PooleSG,34,7-13,4-9,2-2,1,2,3,2,0,1,2,4,20,+6
N. BjelicaN. BjelicaPF,20,2-4,0-1,2-2,1,3,4,4,0,1,1,2,6,-8
J. KumingaJ. KumingaPF,8,0-2,0-1,0-0,0,0,0,1,0,0,0,1,0,0
J. Toscano-AndersonJ. Toscano-AndersonSF,7,0-0,0-0,0-0,1,2,3,1,0,0,1,0,0,-6
D. LeeD. LeeSG,24,4-8,4-6,0-0,0,2,2,0,1,0,2,3,12,+1
G. Payton IIG. Payton IISG,17,3-7,0-3,0-0,1,4,5,1,2,1,0,2,6,-5
