PHI,CHI,2
PHI
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
P. ReedP. ReedSF,22,5-6,0-0,0-0,4,1,5,0,1,1,2,4,10,-14
J. EmbiidJ. EmbiidC,34,11-19,4-5,4-7,1,15,16,3,0,2,6,1,30,+16
T. MaxeyT. MaxeyPG,44,5-9,0-1,0-0,0,3,3,8,1,1,1,1,10,+3
S. CurryS. CurrySG,33,5-11,0-3,1-1,0,1,1,1,1,0,2,1,11,+13
S. MiltonS. MiltonSG,36,4-10,0-2,5-5,1,6,7,6,2,1,0,2,13,+6
G. NiangG. NiangSF,25,3-10,2-6,4-4,0,1,1,2,1,0,0,5,12,+12
A. DrummondA. DrummondC,14,1-3,0-0,1-2,0,2,2,1,0,0,1,5,3,-7
F. KorkmazF. KorkmazSG,32,9-13,7-9,0-0,0,6,6,1,0,0,2,3,25,+16
CHI
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
D. DeRozanD. DeRozanSF,35,7-15,1-1,10-12,2,2,4,4,2,0,0,2,25,-1
J. GreenJ. GreenSF,18,1-5,0-1,0-0,2,1,3,0,2,0,0,0,2,-7
N. VucevicN. VucevicC,36,5-16,1-7,0-0,2,9,11,2,0,0,0,3,11,-9
L. BallL. BallPG,38,3-9,2-5,0-0,1,4,5,5,1,0,2,4,8,-3
Z. LaVineZ. LaVineSG,38,12-26,3-10,5-8,1,8,9,3,0,0,4,2,32,-14
D. Jones Jr.D. Jones Jr.SF,18,3-4,0-1,6-6,3,1,4,0,0,1,0,1,12,+4
T. BradleyT. BradleyC,12,2-5,0-0,0-0,5,2,7,1,0,0,0,0,4,0
A. CarusoA. CarusoSG,32,3-7,0-3,3-4,2,1,3,4,1,0,2,3,9,-14
A. DosunmuA. DosunmuSG,13,1-5,0-1,0-0,0,0,0,1,1,0,1,4,2,-1
